Mushroom,IS_POISONOUS
Mushroom:2296,0
Mushroom:2326,0
Mushroom:2327,0
Mushroom:2337,0
Mushroom:2338,0
Mushroom:2346,0
Mushroom:2388,0
Mushroom:2414,0
Mushroom:2419,0
Mushroom:2423,0
Mushroom:2425,0
Mushroom:2429,0
Mushroom:2435,0
Mushroom:2439,0
Mushroom:2442,0
Mushroom:2446,0
Mushroom:2448,0
Mushroom:2456,0
Mushroom:2459,0
Mushroom:2471,0
Mushroom:2483,0
Mushroom:2484,0
Mushroom:2486,0
Mushroom:2516,0
Mushroom:2518,0
Mushroom:2527,0
Mushroom:2529,0
Mushroom:2536,0
Mushroom:2543,0
Mushroom:2552,0
Mushroom:2566,0
Mushroom:2591,0
Mushroom:2600,0
Mushroom:2609,0
Mushroom:2646,0
Mushroom:2668,0
Mushroom:2677,0
Mushroom:2680,0
Mushroom:2681,0
Mushroom:2684,0
Mushroom:2686,0
Mushroom:2689,0
Mushroom:2693,0
Mushroom:2710,0
Mushroom:2715,0
Mushroom:2726,0
Mushroom:2764,0
Mushroom:2766,0
Mushroom:2767,0
Mushroom:2772,0
Mushroom:2774,0
Mushroom:2802,0
Mushroom:2803,0
Mushroom:2811,0
Mushroom:2842,0
Mushroom:2845,0
Mushroom:2851,0
Mushroom:2853,0
Mushroom:2856,0
Mushroom:2857,0
Mushroom:2859,0
Mushroom:2865,0
Mushroom:2878,0
Mushroom:2897,0
Mushroom:2898,0
Mushroom:2913,0
Mushroom:2914,0
Mushroom:2921,0
Mushroom:2922,0
Mushroom:2944,0
Mushroom:2966,0
Mushroom:2981,0
Mushroom:2982,0
Mushroom:2985,0
Mushroom:2997,0
Mushroom:3001,0
Mushroom:3003,0
Mushroom:3011,0
Mushroom:3019,0
Mushroom:3030,0
Mushroom:3033,0
Mushroom:3035,0
Mushroom:3049,0
Mushroom:3053,0
Mushroom:3060,0
Mushroom:3070,0
Mushroom:3074,0
Mushroom:3117,0
Mushroom:3152,0
Mushroom:3156,0
Mushroom:3177,0
Mushroom:3182,0
Mushroom:3195,0
Mushroom:3196,0
Mushroom:3231,0
Mushroom:3237,0
Mushroom:3240,0
Mushroom:3249,0
Mushroom:3253,0
Mushroom:3266,0
Mushroom:3271,0
Mushroom:3279,0
Mushroom:3281,0
Mushroom:3284,0
Mushroom:3285,0
Mushroom:3292,0
Mushroom:3294,0
Mushroom:3303,0
Mushroom:3317,0
Mushroom:3319,0
Mushroom:3322,0
Mushroom:3358,0
Mushroom:3360,0
Mushroom:3365,0
Mushroom:3378,0
Mushroom:3389,0
Mushroom:3394,0
Mushroom:3398,0
Mushroom:3399,0
Mushroom:3400,0
Mushroom:3405,0
Mushroom:3411,0
Mushroom:3416,0
Mushroom:3428,0
Mushroom:3429,0
Mushroom:3432,0
Mushroom:3433,0
Mushroom:3438,0
Mushroom:3441,0
Mushroom:3452,0
Mushroom:3500,0
Mushroom:3520,0
Mushroom:3524,0
Mushroom:3541,0
Mushroom:3558,0
Mushroom:3566,0
Mushroom:3576,0
Mushroom:3577,0
Mushroom:3589,0
Mushroom:3592,0
Mushroom:3593,0
Mushroom:3602,0
Mushroom:3605,0
Mushroom:3606,0
Mushroom:3618,0
Mushroom:3625,0
Mushroom:3628,0
Mushroom:3655,0
Mushroom:3678,0
Mushroom:3696,0
Mushroom:3709,0
Mushroom:3729,0
Mushroom:3762,0
Mushroom:3766,0
Mushroom:3767,0
Mushroom:3770,0
Mushroom:3774,0
Mushroom:3794,0
Mushroom:3807,0
Mushroom:3813,0
Mushroom:3814,0
Mushroom:3832,0
Mushroom:3834,0
Mushroom:3839,0
Mushroom:3844,0
Mushroom:3869,0
Mushroom:3875,0
Mushroom:3886,0
Mushroom:3908,0
Mushroom:3927,0
Mushroom:3953,0
Mushroom:3955,0
Mushroom:3961,0
Mushroom:3972,0
Mushroom:3998,0
Mushroom:4002,0
Mushroom:4004,0
Mushroom:4008,0
Mushroom:4020,0
Mushroom:4028,0
Mushroom:4039,0
Mushroom:4069,0
Mushroom:4072,0
Mushroom:4075,0
Mushroom:4080,0
Mushroom:4085,0
Mushroom:4089,0
Mushroom:4091,0
Mushroom:4096,0
Mushroom:4098,0
Mushroom:4118,0
Mushroom:4120,0
Mushroom:4124,0
Mushroom:4133,0
Mushroom:4139,0
Mushroom:4152,0
Mushroom:4158,0
Mushroom:4161,0
Mushroom:4191,0
Mushroom:4206,0
Mushroom:4213,0
Mushroom:4247,0
Mushroom:4248,0
Mushroom:4265,0
Mushroom:4287,0
Mushroom:4292,0
Mushroom:4293,0
Mushroom:4300,0
Mushroom:4330,0
Mushroom:4356,0
Mushroom:4367,0
Mushroom:4397,0
Mushroom:4400,0
Mushroom:4405,0
Mushroom:4406,0
Mushroom:4417,0
Mushroom:4424,0
Mushroom:4432,0
Mushroom:4454,0
Mushroom:4455,0
Mushroom:4460,0
Mushroom:4474,0
Mushroom:4481,0
Mushroom:4485,0
Mushroom:4490,0
Mushroom:4493,0
Mushroom:4500,0
Mushroom:4506,0
Mushroom:4510,0
Mushroom:4543,0
Mushroom:4548,0
Mushroom:4556,0
Mushroom:4560,0
Mushroom:4568,0
Mushroom:4571,0
Mushroom:4578,0
Mushroom:4586,0
Mushroom:4602,0
Mushroom:4603,0
Mushroom:4615,0
Mushroom:4618,0
Mushroom:4619,0
Mushroom:4627,0
Mushroom:4645,0
Mushroom:4679,0
Mushroom:4684,0
Mushroom:4689,0
Mushroom:4691,0
Mushroom:4699,0
Mushroom:4708,0
Mushroom:4722,0
Mushroom:4725,0
Mushroom:4728,0
Mushroom:4743,0
Mushroom:4767,0
Mushroom:4770,0
Mushroom:4779,0
Mushroom:4801,0
Mushroom:4802,0
Mushroom:4811,0
Mushroom:4821,0
Mushroom:4822,0
Mushroom:4827,0
Mushroom:4828,0
Mushroom:4829,0
Mushroom:4830,0
Mushroom:4866,0
Mushroom:4870,0
Mushroom:4875,0
Mushroom:4883,0
Mushroom:4884,0
Mushroom:4885,0
Mushroom:4892,0
Mushroom:4897,0
Mushroom:4899,0
Mushroom:4902,0
Mushroom:4929,1
Mushroom:4933,1
Mushroom:4943,1
Mushroom:4956,1
Mushroom:4967,1
Mushroom:4984,1
Mushroom:4992,1
Mushroom:5025,1
Mushroom:5030,1
Mushroom:5033,1
Mushroom:5042,1
Mushroom:5046,1
Mushroom:5059,1
Mushroom:5062,1
Mushroom:5088,1
Mushroom:5089,1
Mushroom:5103,1
Mushroom:5105,1
Mushroom:5115,1
Mushroom:5130,1
Mushroom:5141,1
Mushroom:5151,1
Mushroom:5157,1
Mushroom:5165,1
Mushroom:5166,1
Mushroom:5178,1
Mushroom:5187,1
Mushroom:5202,1
Mushroom:5207,1
Mushroom:5220,1
Mushroom:5224,1
Mushroom:5231,1
Mushroom:5233,1
Mushroom:5239,1
Mushroom:5251,1
Mushroom:5257,1
Mushroom:5266,1
Mushroom:5278,1
Mushroom:5288,1
Mushroom:5292,1
Mushroom:5298,1
Mushroom:5304,1
Mushroom:5346,1
Mushroom:5349,1
Mushroom:5351,1
Mushroom:5361,1
Mushroom:5383,1
Mushroom:5384,1
Mushroom:5394,1
Mushroom:5398,1
Mushroom:5401,1
Mushroom:5411,1
Mushroom:5420,1
Mushroom:5426,1
Mushroom:5433,1
Mushroom:5439,1
Mushroom:5448,1
Mushroom:5458,1
Mushroom:5469,1
Mushroom:5489,1
Mushroom:5491,1
Mushroom:5499,1
Mushroom:5503,1
Mushroom:5504,1
Mushroom:5510,1
Mushroom:5514,1
Mushroom:5515,1
Mushroom:5520,1
Mushroom:5530,1
Mushroom:5535,1
Mushroom:5541,1
Mushroom:5561,1
Mushroom:5569,1
Mushroom:5579,1
Mushroom:5585,1
Mushroom:5594,1
Mushroom:5599,1
Mushroom:5611,1
Mushroom:5620,1
Mushroom:5631,1
Mushroom:5643,1
Mushroom:5658,1
Mushroom:5673,1
Mushroom:5689,1
Mushroom:5700,1
Mushroom:5703,1
Mushroom:5705,1
Mushroom:5706,1
Mushroom:5712,1
Mushroom:5716,1
Mushroom:5735,1
Mushroom:5746,1
Mushroom:5748,1
Mushroom:5754,1
Mushroom:5760,1
Mushroom:5770,1
Mushroom:5794,1
Mushroom:5795,1
Mushroom:5805,1
Mushroom:5817,1
Mushroom:5837,1
Mushroom:5840,1
Mushroom:5841,1
Mushroom:5842,1
Mushroom:5881,1
Mushroom:5882,1
Mushroom:5885,1
Mushroom:5898,1
Mushroom:5902,1
Mushroom:5919,1
Mushroom:5922,1
Mushroom:5935,1
Mushroom:5937,1
Mushroom:5940,1
Mushroom:5947,1
Mushroom:5953,1
Mushroom:5975,1
Mushroom:5978,1
Mushroom:5982,1
Mushroom:6061,1
Mushroom:6070,1
Mushroom:6086,1
Mushroom:6106,1
Mushroom:6120,1
Mushroom:6123,1
Mushroom:6146,1
Mushroom:6186,1
Mushroom:6195,1
Mushroom:6204,1
Mushroom:6206,1
Mushroom:6211,1
Mushroom:6235,1
Mushroom:6240,1
Mushroom:6245,1
Mushroom:6253,1
Mushroom:6259,1
Mushroom:6264,1
Mushroom:6268,1
Mushroom:6275,1
Mushroom:6276,1
Mushroom:6277,1
Mushroom:6278,1
Mushroom:6294,1
Mushroom:6307,1
Mushroom:6308,1
Mushroom:6312,1
Mushroom:6323,1
Mushroom:6333,1
Mushroom:6350,1
Mushroom:6355,1
Mushroom:6356,1
Mushroom:6385,1
Mushroom:6396,0
Mushroom:6417,0
Mushroom:6426,0
Mushroom:6447,1
Mushroom:6458,1
Mushroom:6460,1
Mushroom:6461,1
Mushroom:6470,1
Mushroom:6476,1
Mushroom:6480,1
Mushroom:6496,1
Mushroom:6501,1
Mushroom:6515,1
Mushroom:6531,1
Mushroom:6541,1
Mushroom:6545,1
Mushroom:6546,1
Mushroom:6567,1
Mushroom:6581,1
Mushroom:6582,1
Mushroom:6583,1
Mushroom:6588,1
Mushroom:6603,1
Mushroom:6606,1
Mushroom:6622,1
Mushroom:6640,1
Mushroom:6641,1
Mushroom:6643,1
Mushroom:6652,1
Mushroom:6660,1
Mushroom:6662,1
Mushroom:6664,1
Mushroom:6672,1
Mushroom:6675,1
Mushroom:6676,1
Mushroom:6692,1
Mushroom:6700,1
Mushroom:6706,1
Mushroom:6725,1
Mushroom:6763,1
Mushroom:6778,1
Mushroom:6782,1
Mushroom:6816,0
Mushroom:6817,0
Mushroom:6849,0
Mushroom:6855,0
Mushroom:6856,0
Mushroom:6874,0
Mushroom:6880,0
Mushroom:6882,0
Mushroom:6886,0
Mushroom:6905,0
Mushroom:6907,0
Mushroom:6916,0
Mushroom:6918,0
Mushroom:6920,0
Mushroom:6921,0
Mushroom:6948,0
Mushroom:6958,0
Mushroom:6988,0
Mushroom:6990,0
Mushroom:6998,0
Mushroom:7009,0
Mushroom:7010,0
Mushroom:7033,0
Mushroom:7044,0
Mushroom:7048,0
Mushroom:7052,0
Mushroom:7062,0
Mushroom:7064,0
Mushroom:7090,1
Mushroom:7097,1
Mushroom:7105,1
Mushroom:7119,1
Mushroom:7125,1
Mushroom:7131,1
Mushroom:7132,1
Mushroom:7138,1
Mushroom:7155,1
Mushroom:7158,1
Mushroom:7163,1
Mushroom:7176,1
Mushroom:7180,1
Mushroom:7184,1
Mushroom:7189,1
Mushroom:7196,1
Mushroom:7197,1
Mushroom:7200,1
Mushroom:7203,1
Mushroom:7204,1
Mushroom:7210,1
Mushroom:7217,1
Mushroom:7220,1
Mushroom:7223,1
Mushroom:7230,1
Mushroom:7256,1
Mushroom:7258,1
Mushroom:7270,1
Mushroom:7286,1
Mushroom:7290,1
Mushroom:7293,1
Mushroom:7299,1
Mushroom:7308,1
Mushroom:7320,1
Mushroom:7327,1
Mushroom:7338,1
Mushroom:7339,1
Mushroom:7366,1
Mushroom:7368,1
Mushroom:7373,1
Mushroom:7375,1
Mushroom:7376,1
Mushroom:7383,1
Mushroom:7389,1
Mushroom:7397,1
Mushroom:7398,1
Mushroom:7400,1
Mushroom:7409,1
Mushroom:7412,1
Mushroom:7413,1
Mushroom:7418,1
Mushroom:7423,1
Mushroom:7432,1
Mushroom:7444,1
Mushroom:7445,1
Mushroom:7449,1
Mushroom:7451,1
Mushroom:7468,1
Mushroom:7483,1
Mushroom:7487,1
Mushroom:7488,1
Mushroom:7493,1
Mushroom:7502,1
Mushroom:7541,1
Mushroom:7559,1
Mushroom:7595,1
Mushroom:7610,1
Mushroom:7615,1
Mushroom:7635,1
Mushroom:7636,1
Mushroom:7640,1
Mushroom:7651,1
Mushroom:7682,1
Mushroom:7695,1
Mushroom:7704,1
Mushroom:7714,1
Mushroom:7718,1
Mushroom:7729,1
Mushroom:7761,1
Mushroom:7786,1
Mushroom:7791,1
Mushroom:7796,1
Mushroom:7806,1
Mushroom:7815,1
Mushroom:7823,1
Mushroom:7829,1
Mushroom:7831,1
Mushroom:7841,1
Mushroom:7847,1
Mushroom:7873,1
Mushroom:7881,1
Mushroom:7887,1
Mushroom:7896,1
Mushroom:7897,1
Mushroom:7905,1
Mushroom:7914,1
Mushroom:7917,1
Mushroom:7918,1
Mushroom:7923,1
Mushroom:7927,1
Mushroom:7943,1
Mushroom:7950,1
Mushroom:7956,1
Mushroom:7971,1
Mushroom:7975,1
Mushroom:7984,1
Mushroom:7998,1
Mushroom:8019,1
Mushroom:8025,1
Mushroom:8029,1
Mushroom:8039,1
Mushroom:8094,1
Mushroom:8118,1
Mushroom:8128,1
Mushroom:8136,1
Mushroom:8149,1
Mushroom:8156,1
Mushroom:8160,1
Mushroom:8170,1
Mushroom:8180,1
Mushroom:8189,1
Mushroom:8212,1
Mushroom:8215,1
Mushroom:8216,1
Mushroom:8222,1
Mushroom:8232,1
Mushroom:8249,1
Mushroom:8252,1
Mushroom:8254,1
Mushroom:8270,1
Mushroom:8295,1
Mushroom:8301,1
Mushroom:8309,1
Mushroom:8319,1
Mushroom:8334,1
Mushroom:8373,1
Mushroom:8374,1
Mushroom:8375,1
Mushroom:8394,1
Mushroom:8407,1
Mushroom:8425,1
Mushroom:8426,1
Mushroom:8449,1
Mushroom:8450,1
Mushroom:8457,1
Mushroom:8465,1
Mushroom:8469,1
Mushroom:8472,1
Mushroom:8479,1
Mushroom:8483,1
Mushroom:8488,1
Mushroom:8503,1
Mushroom:8511,1
Mushroom:8517,1
Mushroom:8520,1
Mushroom:8524,1
Mushroom:8527,1
Mushroom:8541,1
Mushroom:8544,1
Mushroom:8564,1
Mushroom:8566,1
Mushroom:8583,1
Mushroom:8598,1
Mushroom:8601,1
Mushroom:8619,1
Mushroom:8641,1
Mushroom:8643,1
Mushroom:8667,1
Mushroom:8672,1
Mushroom:8673,1
Mushroom:8683,1
Mushroom:8684,1
Mushroom:8698,1
Mushroom:8709,1
Mushroom:8712,1
Mushroom:8722,1
Mushroom:8750,1
Mushroom:8761,1
Mushroom:8763,1
Mushroom:8766,1
Mushroom:8784,1
Mushroom:8785,1
Mushroom:8809,1
Mushroom:8837,1
Mushroom:8864,1
Mushroom:8865,1
Mushroom:8879,1
Mushroom:8886,1
Mushroom:8887,1
Mushroom:8889,0
Mushroom:8891,0
Mushroom:8906,0
Mushroom:8917,0
Mushroom:8928,0
Mushroom:8929,0
Mushroom:8949,0
Mushroom:8952,0
Mushroom:8973,0
Mushroom:8978,0
Mushroom:8980,0
Mushroom:8998,0
Mushroom:9008,0
Mushroom:9009,0
Mushroom:9011,0
Mushroom:9017,0
Mushroom:9023,0
Mushroom:9043,0
Mushroom:9067,0
Mushroom:9068,0
Mushroom:9071,0
Mushroom:9074,0
Mushroom:9078,0
Mushroom:9081,0
Mushroom:9104,0
Mushroom:9107,0
Mushroom:9115,0
Mushroom:9137,0
Mushroom:9138,0
Mushroom:9145,0
Mushroom:9150,0
Mushroom:9160,0
Mushroom:9164,0
Mushroom:9169,0
Mushroom:9171,0
Mushroom:9185,0
Mushroom:9191,0
Mushroom:9192,0
Mushroom:9197,0
Mushroom:9207,0
Mushroom:9210,0
Mushroom:9213,0
Mushroom:9247,0
Mushroom:9253,0
Mushroom:9260,0
Mushroom:9261,0
Mushroom:9268,0
Mushroom:9276,0
Mushroom:9292,0
Mushroom:9323,0
Mushroom:9327,0
Mushroom:9345,0
Mushroom:9359,0
Mushroom:9367,0
Mushroom:9394,0
Mushroom:9409,0
Mushroom:9411,0
